0,0,-1.89,-3.16,0.54,-73.62,-48.13,9.56,0.7084,0.5234,0.4173,-0.2238
1,0,-2.71,-3.89,-0.86,-306.19,3.06,82.12,0.8034,0.3940,0.4293,-0.1227
2,0,-2.11,-0.67,-3.11,-622.25,-6.50,64.50,0.9068,0.0507,0.3995,0.1246
3,0,-1.60,-1.38,-3.62,-409.12,3.31,70.75,0.8079,-0.3535,0.3268,0.3400
4,0,-1.43,-1.98,-1.81,483.94,-28.00,18.19,0.8378,-0.2496,0.3512,0.3353
5,0,-1.30,-3.35,-2.14,625.12,53.25,-39.63,0.8303,0.2086,0.5085,0.0920
6,0,-2.98,-0.66,2.11,217.81,-28.75,50.06,0.7200,0.4969,0.4727,-0.1061
7,0,0.19,-3.17,-1.79,-418.87,9.63,49.06,0.7736,0.4190,0.4726,-0.0514
8,0,-1.99,-2.99,-3.57,-893.06,-47.69,71.06,0.8915,-0.0978,0.3307,0.2936
9,0,-2.21,-0.98,-2.92,4.50,65.31,-44.44,0.7899,-0.4235,0.1833,0.4041
10,0,-1.15,-2.56,-4.49,969.19,41.25,-126.75,0.9191,-0.0081,0.3669,0.1436
11,0,-2.87,0.16,-3.14,234.44,70.69,1.00,0.7783,0.4796,0.3915,-0.1047
12,0,-0.59,-0.98,-3.59,-995.69,-29.50,23.50,0.9052,0.1364,0.3909,0.0964
13,0,-0.29,-3.18,-3.49,-125.81,42.19,-9.69,0.7971,-0.4351,0.2914,0.3006
14,0,-2.39,-3.09,-4.07,1054.38,-40.31,1.81,0.9205,0.0379,0.3674,0.1274
15,0,-1.11,0.29,-2.39,139.94,-20.31,-73.56,0.7578,0.5255,0.3719,-0.1063
16,0,-2.05,-2.34,-3.77,-1041.13,20.69,123.00,0.9056,0.0979,0.3989,0.1058
17,0,-0.77,-4.18,-3.98,-321.62,-103.37,122.94,0.7971,-0.3704,0.2106,0.4279
18,0,-1.24,-4.69,-4.41,744.44,77.94,-74.94,0.8568,-0.0898,0.3801,0.3369
19,0,-1.84,-1.78,2.48,795.87,-79.56,-86.25,0.7337,0.4781,0.4681,-0.1183
20,0,-0.59,-1.17,2.81,21.69,71.00,10.69,0.5869,0.6400,0.4379,-0.2327
21,0,-0.89,-1.06,-0.11,-557.69,-147.81,43.13,0.7479,0.4937,0.4312,-0.1048
22,0,-0.44,-4.26,-2.77,-936.06,-6.44,-70.81,0.9126,-0.1662,0.3586,0.1044
23,0,1.80,-5.04,-1.26,279.69,21.25,187.37,0.8319,-0.3784,0.3383,0.2245
24,0,1.07,-0.26,-2.54,751.19,112.12,-35.94,0.8024,0.1613,0.5726,0.0480
25,0,-3.94,-1.32,0.56,324.62,-263.06,147.37,0.7429,0.4653,0.4374,-0.2007
26,0,-1.29,-0.01,-1.79,-833.06,66.00,68.06,0.8788,0.2902,0.3680,-0.0897
27,0,-1.01,0.41,-3.72,-808.56,-192.06,58.63,0.7944,-0.4128,0.2385,0.3762
28,0,-2.41,0.00,-2.97,174.06,160.44,-64.81,0.7013,-0.6108,0.0934,0.3554
29,0,-1.10,-3.30,-7.63,1321.13,-57.00,10.94,0.9509,-0.0004,0.2794,0.1329
30,0,-2.71,-1.54,-0.83,417.81,135.44,-57.69,0.6351,0.6777,0.3698,-0.0255
31,0,-3.78,-3.88,-2.75,-1096.50,-70.37,-41.75,0.8207,0.4060,0.3914,0.0915
32,0,-2.61,-5.11,-5.53,-471.19,-94.94,-48.69,0.8715,-0.3381,0.1809,0.3058
33,0,0.35,-3.58,-4.14,708.69,57.94,73.25,0.9131,-0.1324,0.2098,0.3235
34,0,-3.27,-2.22,0.20,393.12,7.31,-218.12,0.8130,0.3699,0.4495,0.0037
35,0,1.78,-1.21,2.18,-343.00,-65.56,78.31,0.8520,0.3179,0.4120,-0.0576
