0,2,-0.79,3.17,0.72,480.37,-133.19,-71.69,-0.2665,-0.3363,-0.2073,0.8792
1,2,-3.75,0.48,-1.01,212.25,120.75,-327.75,0.0138,-0.3846,-0.0209,0.9227
2,1,-0.63,-1.89,-3.97,296.12,82.56,34.13,0.2072,-0.4460,0.1155,0.8630
3,0,-0.75,2.25,-3.65,16.75,-18.94,111.69,0.1785,-0.4076,0.3288,0.8330
4,0,-2.59,-0.06,-0.82,-597.37,65.12,-128.44,0.1067,-0.4380,0.0378,0.8918
5,0,-2.20,0.59,-1.34,-336.06,-118.56,200.62,-0.1313,-0.4857,-0.2701,0.8209
6,1,-0.76,0.08,1.99,-334.12,-63.13,31.06,-0.3597,-0.3549,-0.4279,0.7495
7,2,-2.14,-2.59,-2.12,257.00,49.38,-21.19,-0.3099,-0.3836,-0.4556,0.7411
8,2,-0.97,0.49,-1.64,563.62,-100.00,78.62,-0.1970,-0.4392,-0.1087,0.8698
9,2,-1.18,0.49,-1.70,26.25,-93.19,-50.44,-0.0841,-0.4058,0.1425,0.8989
10,2,-1.64,-2.09,-2.76,-297.56,18.62,84.12,-0.1383,-0.3740,-0.0038,0.9171
11,2,-2.67,-0.30,-3.45,-322.19,-13.38,32.88,-0.3276,-0.3018,-0.2153,0.8691
12,2,-1.76,-2.84,-3.70,75.06,97.31,-130.25,-0.2707,-0.2808,-0.3563,0.8491
13,2,-2.97,-1.74,-2.28,635.44,-1.75,5.19,-0.0986,-0.3477,-0.0557,0.9307
14,2,-1.01,2.86,-4.22,154.06,66.25,-58.50,0.0372,-0.4046,0.2935,0.8653
15,2,-2.72,-0.71,-1.83,-532.12,-18.56,-173.50,0.0358,-0.4417,0.0214,0.8962
16,2,0.95,-0.70,0.38,-251.31,-95.06,179.62,-0.1177,-0.4083,-0.2896,0.8577
17,2,0.36,0.81,1.00,-146.31,65.00,147.19,-0.3527,-0.4118,-0.3301,0.7726
18,2,-2.23,-1.57,-1.00,-55.25,60.31,-154.31,-0.3401,-0.4106,-0.4453,0.7194
19,2,-0.95,-3.04,0.40,529.19,-70.25,105.44,-0.2449,-0.4226,-0.2851,0.8247
20,2,-1.66,1.86,-0.97,362.19,-69.00,-65.44,-0.0891,-0.4994,0.1210,0.8533
21,2,-1.78,-1.90,0.77,0.56,-127.81,2.19,0.0438,-0.3932,0.1912,0.8983
22,2,-4.69,-0.05,-1.43,-351.31,37.50,248.00,-0.1290,-0.3691,0.1109,0.9137
23,2,-0.60,-0.32,-4.63,-632.37,46.38,-49.81,-0.3456,-0.2329,-0.2942,0.8600
24,2,0.66,0.89,-4.50,-124.87,159.06,-85.81,-0.2518,-0.2197,-0.5837,0.7400
25,2,-2.28,-1.19,-3.45,591.94,-93.56,81.31,-0.1846,-0.2522,-0.4087,0.8575
26,2,-0.98,3.52,-3.46,521.56,4.81,-53.00,-0.0623,-0.3452,0.1303,0.9274
27,2,-0.14,3.04,-2.99,-308.44,-21.94,-142.44,0.0542,-0.3399,0.1570,0.9257
28,2,0.05,-1.19,0.19,-682.81,-14.00,131.75,-0.1254,-0.3613,-0.3072,0.8714
