0,2,-3.60,-3.46,-1.87,217.44,-38.31,16.87,0.8327,0.0920,0.4509,0.3081
1,2,-3.96,-1.90,-3.50,-251.62,-29.81,2.81,0.8380,0.0676,0.4111,0.3525
2,2,-0.20,-2.22,-4.51,-178.06,2.25,-136.56,0.8663,-0.1522,0.3117,0.3595
3,2,-1.80,-1.21,-2.72,205.00,50.50,55.13,0.8790,-0.1276,0.3359,0.3136
4,2,-5.29,1.70,-3.16,130.81,77.56,-80.12,0.8552,-0.0020,0.4531,0.2516
5,2,1.51,-0.80,0.02,-186.62,-46.88,-126.31,0.8774,-0.1559,0.4064,0.2020
6,2,0.25,-0.48,0.72,-81.69,-15.38,205.12,0.8414,-0.2551,0.3665,0.3045
7,1,-5.64,0.21,-1.40,407.81,-8.00,-58.69,0.8326,-0.1078,0.4414,0.3166
8,1,-0.57,0.26,0.41,-204.50,-44.81,52.06,0.8769,0.0062,0.4357,0.2031
9,1,-1.27,-4.76,-2.25,-257.25,-194.50,178.00,0.7965,-0.2024,0.2649,0.5044
10,1,-3.91,-6.17,0.13,712.44,1.81,-251.62,0.8604,0.0860,0.3583,0.3520
11,1,0.88,-3.44,-0.08,-299.62,101.12,107.37,0.8482,0.2216,0.4491,0.1725
12,1,-0.89,-1.77,-1.19,-319.94,-162.12,48.38,0.8361,-0.0005,0.2857,0.4684
13,2,-2.38,-2.84,0.22,55.31,127.00,-379.62,0.9216,-0.0543,0.2415,0.2991
14,2,-0.55,1.08,-2.06,-328.62,86.75,209.19,0.8522,-0.2780,0.3373,0.2875
15,2,-2.06,2.99,1.18,322.81,-214.44,-118.56,0.8741,-0.1716,0.2664,0.3682
16,2,-0.81,0.43,0.19,-515.62,119.94,-93.31,0.9254,-0.2223,0.2249,0.2092
17,2,-2.81,-4.43,-1.19,604.44,-10.50,296.06,0.8300,-0.2545,0.3459,0.3558
18,0,0.97,3.66,0.45,144.06,-52.13,101.00,0.8068,0.2402,0.4748,0.2570
19,0,-3.77,-4.91,-3.83,-739.06,-20.87,-134.75,0.8762,-0.0876,0.2845,0.3790
20,0,0.17,-3.39,-5.54,204.56,-99.06,-38.81,0.8793,-0.2349,0.1693,0.3781
21,0,-0.65,-2.62,-2.82,664.25,135.94,142.69,0.8356,0.2299,0.3318,0.3725
22,0,-0.52,-0.13,-1.96,-432.31,-0.94,-127.56,0.7950,0.2509,0.4343,0.3412
23,0,-2.98,-6.04,-2.13,-486.00,54.44,-201.12,0.8423,-0.3021,0.2041,0.3969
24,0,-0.72,-0.17,-0.63,400.19,9.94,20.69,0.9079,-0.2020,0.2250,0.2903
25,0,-3.03,3.00,0.15,-59.63,145.00,60.13,0.8583,-0.1669,0.3315,0.3544
26,0,-0.34,3.06,-1.03,-51.50,-25.87,-116.87,0.8643,-0.1871,0.3597,0.2976
27,0,0.05,0.01,-0.50,-57.94,-130.31,10.63,0.8892,-0.2520,0.2299,0.3049
28,0,-2.70,-1.63,-1.03,159.50,37.75,112.87,0.8943,-0.1744,0.2172,0.3503
29,0,-3.34,-1.56,-2.00,57.69,21.44,12.25,0.8792,-0.0305,0.3320,0.3405
30,1,0.46,-3.38,-1.83,-71.50,-95.94,6.50,0.8846,-0.0402,0.2695,0.3785
31,1,-0.51,-2.25,-2.49,-24.75,13.56,-27.44,0.9027,-0.0042,0.2518,0.3489
32,1,-2.96,-3.27,-0.30,-111.50,56.75,-0.62,0.8807,-0.1611,0.2269,0.3832
33,1,1.87,-0.53,-0.74,56.63,16.12,-42.19,0.8931,-0.0905,0.2942,0.3281
