time,heading,pitch,roll,xaccel,yaccel,zaccel,temp,pressure,altitude
0.0,125.17,0.0,0.0,-0.09,-0.01,-0.02,68.98,1011.73,0.0
0.10000000000002274,125.17,0.0,0.0,-0.15,0.0,-0.05,68.97,1011.72,0.0
0.20000000000004547,125.17,0.010000000000000231,0.009999999999990905,-0.12,-0.02,-0.03,68.97,1011.73,0.08999999999999986
0.3000000000000682,125.16,0.0,0.060000000000002274,-0.13,-0.01,-0.05,68.97,1011.73,-0.009999999999999787
0.40000000000009095,125.11,0.0,0.060000000000002274,-0.12,-0.02,-0.04,68.98,1011.72,0.10999999999999943
0.5,125.12,0.0,0.060000000000002274,-0.11,0.0,-0.03,68.97,1011.72,0.049999999999998934
0.6000000000000227,125.12,0.0,0.060000000000002274,-0.16,-0.02,-0.06,68.97,1011.73,-0.030000000000001137
0.7000000000000455,125.11,0.0,0.09999999999999432,-0.16,-0.01,-0.07,68.98,1011.74,0.10999999999999943
0.8000000000000682,125.12,0.0,0.15000000000000568,-0.08,-0.03,-0.05,68.98,1011.73,0.019999999999999574
0.900000000000091,125.12,0.0,0.15000000000000568,-0.14,-0.01,-0.01,68.98,1011.73,-0.040000000000000924
1.0,125.12,0.0,0.20000000000001705,-0.14,-0.01,-0.04,68.98,1011.73,0.049999999999998934
1.1000000000000227,125.08,0.0,0.22999999999998977,-0.13,-0.03,-0.03,68.98,1011.72,0.10999999999999943
1.2000000000000455,125.07,0.0,0.2400000000000091,-0.18,0.0,-0.04,68.98,1011.72,0.0
1.3000000000000682,125.09,0.0,0.2599999999999909,-0.13,-0.01,0.0,68.98,1011.74,-0.040000000000000924
1.400000000000091,125.01,0.0,0.2599999999999909,-0.16,-0.02,-0.02,68.97,1011.74,0.02999999999999936
1.5,124.98,0.0,0.28999999999999204,-0.14,0.01,-0.04,68.97,1011.74,-0.08000000000000007
1.6000000000000227,125.02,0.0,0.30000000000001137,-0.16,-0.02,-0.02,68.97,1011.75,-0.14000000000000057
1.7000000000000455,125.02,0.0,0.30000000000001137,-0.17,-0.02,-0.03,68.98,1011.74,-0.07000000000000028
1.8000000000000682,125.01,0.0,0.3100000000000023,-0.16,0.0,-0.04,68.98,1011.75,-0.10000000000000142
1.900000000000091,125.01,0.0,0.3100000000000023,-0.16,-0.01,-0.02,68.98,1011.74,-0.0600000000000005
2.0,125.02,0.0,0.3100000000000023,-0.17,0.0,-0.04,68.98,1011.75,-0.05000000000000071
2.1000000000000227,125.02,0.0,0.3100000000000023,-0.17,-0.01,-0.04,68.98,1011.75,0.019999999999999574
2.2000000000000455,125.02,0.0,0.3100000000000023,-0.18,-0.03,-0.03,68.97,1011.74,-0.040000000000000924
2.300000000000068,125.02,0.0,0.3100000000000023,-0.16,0.0,-0.05,68.97,1011.74,-0.08000000000000007
2.400000000000091,125.02,0.0,0.3100000000000023,-0.17,-0.02,-0.04,68.97,1011.74,-0.16999999999999993
2.5,125.02,0.0,0.3100000000000023,-0.16,-0.02,-0.02,68.97,1011.76,-0.15000000000000036
2.6000000000000227,125.02,0.0,0.3100000000000023,-0.13,0.0,-0.06,68.97,1011.76,-0.14000000000000057
2.7000000000000455,125.02,0.0,0.3100000000000023,-0.16,-0.02,-0.05,68.97,1011.75,-0.17999999999999972
2.800000000000068,125.02,0.0,0.3100000000000023,-0.17,-0.01,-0.04,68.98,1011.77,-0.2400000000000002
2.900000000000091,125.02,0.0,0.3100000000000023,-0.16,0.0,-0.04,68.97,1011.76,-0.20000000000000107
3.0,125.02,0.0,0.3100000000000023,-0.17,-0.02,-0.03,68.98,1011.77,-0.2599999999999998
3.1000000000000227,125.02,0.0,0.3100000000000023,-0.18,-0.01,-0.01,68.98,1011.77,-0.370000000000001
3.2000000000000455,125.02,0.0,0.3100000000000023,-0.17,-0.02,-0.06,68.98,1011.77,-0.27000000000000135
3.300000000000068,125.02,0.0,0.3100000000000023,-0.17,0.0,-0.04,68.97,1011.77,-0.25
3.400000000000091,125.02,0.0,0.3100000000000023,-0.13,0.0,-0.05,68.97,1011.76,-0.16999999999999993
3.5,125.02,0.0,0.3100000000000023,-0.16,-0.01,-0.04,68.98,1011.76,-0.15000000000000036
3.6000000000000227,125.02,0.0,0.3100000000000023,-0.13,-0.02,0.0,68.98,1011.76,-0.23000000000000043
3.7000000000000455,125.02,0.0,0.3100000000000023,-0.13,-0.02,-0.04,68.98,1011.76,-0.2900000000000009
3.800000000000068,125.02,0.0,0.3100000000000023,-0.16,-0.02,-0.02,68.98,1011.76,-0.33999999999999986
3.900000000000091,125.02,0.0,0.3100000000000023,-0.15,0.0,-0.05,68.99,1011.78,-0.3500000000000014
4.0,125.02,0.0,0.3100000000000023,-0.14,-0.02,-0.05,68.99,1011.77,-0.3600000000000012
4.100000000000023,125.02,0.0,0.3100000000000023,-0.18,0.0,-0.06,68.99,1011.78,-0.39000000000000057
4.2000000000000455,125.02,0.0,0.3100000000000023,-0.34,0.11,-0.08,68.99,1011.76,-0.23000000000000043
4.300000000000068,124.95,0.010000000000000231,0.5800000000000125,0.63,-0.32,0.16,68.99,1011.76,-0.33000000000000007
4.400000000000091,124.82,-0.03999999999999959,0.9000000000000057,-0.23,-0.73,-0.24,68.98,1011.78,-0.45000000000000107
4.5,124.71,-0.23999999999999977,0.7199999999999989,0.84,-3.79,0.52,68.99,1011.79,-0.40000000000000036
4.600000000000023,124.57,-0.36999999999999966,-0.29999999999998295,-0.4,-6.23,-2.92,68.99,1011.8,-0.6100000000000012
4.7000000000000455,124.16,-0.5299999999999998,358.53,1.87,-7.52,7.02,68.98,1011.83,-0.7900000000000009
4.800000000000068,123.93,-0.7899999999999996,-0.8599999999999852,0.78,-8.25,5.45,68.96,1011.83,-0.9500000000000011
4.900000000000091,123.99,-0.1599999999999997,-0.9099999999999966,1.31,-10.17,1.78,68.94,1011.84,-1.0500000000000007
5.0,122.34,-0.3799999999999999,358.46000000000004,0.58,-8.48,3.87,68.93,1011.87,-1.040000000000001
5.100000000000023,119.39,-0.5599999999999996,358.05,-0.94,-4.82,4.51,68.91,1011.85,-0.9600000000000009
5.2000000000000455,116.4,-0.22999999999999998,357.88,-2.97,-5.44,4.34,68.9,1011.86,-1.0700000000000003
5.300000000000068,113.28,-0.2999999999999998,357.9,-1.13,-0.25,-6.43,68.89,1011.86,-1.1900000000000013
5.400000000000091,110.5,0.040000000000000036,357.37,-1.29,-4.63,-1.81,68.88,1011.89,-1.3000000000000007
5.5,108.12,0.3200000000000003,357.6,9.61,-5.8,-0.91,68.88,1011.89,-1.200000000000001
5.600000000000023,105.74,0.17000000000000037,357.61,-5.34,-4.42,-1.84,68.86,1011.89,-1.1900000000000013
5.7000000000000455,103.68,0.15000000000000036,357.56,1.3,-6.78,0.47,68.85,1011.88,-1.2200000000000006
5.800000000000068,102.95,0.3900000000000001,357.86,-1.83,-5.21,0.19,68.84,1011.9,-1.42
5.900000000000091,103.02,1.4700000000000006,357.77,3.62,-2.38,-0.41,68.82,1011.92,-1.6500000000000004
6.0,103.69,3.33,357.92,4.23,-4.07,1.11,68.81,1011.94,-1.7599999999999998
6.100000000000023,105.12,6.390000000000001,357.38,-0.05,-5.37,-0.66,68.8,1011.94,-1.870000000000001
6.2000000000000455,105.94,9.13,354.89,1.17,-4.27,-4.99,68.79,1011.97,-2.2200000000000006
6.300000000000068,106.1,11.82,351.84000000000003,1.33,-4.51,-6.12,68.79,1012.02,-2.4000000000000004
6.400000000000091,106.36,13.76,351.76,2.38,-3.67,-2.59,68.78,1012.03,-2.1799999999999997
6.5,106.94,14.979999999999999,351.02,1.25,-2.86,-6.28,68.77,1011.99,-2.1500000000000004
6.600000000000023,107.09,14.65,348.14,1.92,-2.93,-2.15,68.76,1011.97,-1.83
6.7000000000000455,105.85,14.959999999999999,349.57,2.9,-2.87,-3.52,68.75,1011.92,-1.4400000000000013
6.800000000000068,104.82,15.520000000000001,351.61,2.28,-2.07,-2.34,68.74,1011.91,-1.25
6.900000000000091,104.11,16.15,353.15,2.71,-2.08,-0.59,68.74,1011.86,-0.9800000000000004
7.0,103.62,16.770000000000003,355.36,1.66,-1.43,-2.1,68.73,1011.83,-0.75
7.100000000000023,103.26,17.28,358.48,0.3,-1.32,-1.84,68.71,1011.8,-0.41999999999999993
7.2000000000000455,103.64,17.939999999999998,2.719999999999999,-0.81,-2.09,-2.99,68.7,1011.77,-0.21000000000000085
7.300000000000068,106.32,18.15,2.490000000000009,1.19,-0.92,0.0,68.69,1011.74,0.20999999999999908
7.400000000000091,108.46,19.229999999999997,2.219999999999999,0.45,-0.63,-2.31,68.69,1011.68,0.7400000000000002
7.5,109.06,20.58,2.4099999999999966,1.54,-0.99,-1.02,68.68,1011.62,1.1399999999999988
7.600000000000023,108.59,22.18,5.539999999999992,1.27,-0.55,-1.43,68.66,1011.58,1.4799999999999986
7.7000000000000455,107.4,24.33,9.530000000000001,-0.05,0.02,-4.94,68.65,1011.53,1.8499999999999996
7.800000000000068,106.07,25.82,15.240000000000009,-0.31,0.58,-5.5,68.64,1011.5,2.17
7.900000000000091,104.92,27.270000000000003,19.450000000000017,-1.34,0.43,-2.96,68.63,1011.45,2.6799999999999997
8.0,104.34,28.97,23.819999999999993,-1.89,0.0,-3.76,68.61,1011.39,3.09
8.100000000000023,103.11,30.71,27.569999999999993,-2.09,0.42,-4.94,68.61,1011.34,3.460000000000001
8.200000000000045,101.11,31.240000000000002,31.700000000000017,-1.61,1.49,1.4,68.6,1011.28,4.079999999999998
8.300000000000068,98.57,31.810000000000002,36.09,-2.96,1.44,-0.03,68.59,1011.21,4.669999999999998
8.400000000000091,95.5,32.42,38.920000000000016,-3.51,1.46,-5.45,68.58,1011.13,5.169999999999998
8.5,92.73,32.42,40.80000000000001,-4.26,1.87,-5.83,68.56,1011.08,5.75
8.600000000000023,89.39,31.82,43.900000000000006,-5.06,2.4,-2.76,68.55,1011.02,6.379999999999999
8.700000000000045,86.13,30.980000000000004,47.360000000000014,-4.99,2.34,-1.06,68.54,1010.94,6.849999999999998
8.800000000000068,83.05,30.32,49.22,-4.85,2.91,-2.82,68.53,1010.88,7.32
8.900000000000091,80.41,29.71,49.74000000000001,-4.47,1.74,-3.76,68.52,1010.84,7.710000000000001
9.0,79.27,27.92,49.28,-4.48,2.37,-0.61,68.52,1010.78,8.09
9.100000000000023,78.93,25.36,50.05000000000001,-5.03,2.09,0.48,68.51,1010.74,8.469999999999999
9.200000000000045,77.02,22.67,50.980000000000004,-5.35,1.36,0.85,68.5,1010.7,8.780000000000001
9.300000000000068,75.1,19.89,51.81,-5.89,0.9,0.63,68.5,1010.66,9.079999999999998
9.400000000000091,72.38,17.509999999999998,52.730000000000004,-6.05,0.82,-0.39,68.5,1010.64,9.219999999999999
9.5,69.57,15.389999999999999,52.540000000000006,-6.18,0.18,-2.09,68.49,1010.6,9.530000000000001
9.600000000000023,70.34,13.49,49.349999999999994,-5.92,-0.4,-1.24,68.48,1010.58,9.55
9.700000000000045,70.42,12.21,44.81999999999999,-5.97,-0.37,-0.73,68.47,1010.59,9.61
9.800000000000068,69.0,12.040000000000001,36.72999999999999,-4.83,0.18,-0.12,68.45,1010.56,9.77
9.900000000000091,66.15,10.85,33.129999999999995,-3.96,-0.09,-0.52,68.44,1010.56,9.71
10.0,62.83,9.52,31.30000000000001,-4.52,-0.74,-1.01,68.43,1010.56,9.7
10.100000000000023,59.24,8.88,27.150000000000006,-3.83,-0.27,-1.49,68.42,1010.58,9.57
10.200000000000045,54.68,9.61,25.0,-3.74,-0.45,-4.08,68.41,1010.6,9.32
10.300000000000068,49.97,11.46,23.580000000000013,-3.44,-0.83,-6.49,68.4,1010.62,9.11
10.400000000000091,45.55,14.26,22.659999999999997,-3.75,-0.08,-7.67,68.39,1010.66,8.91
10.5,41.77,17.259999999999998,21.920000000000016,-2.25,-0.21,-8.62,68.37,1010.67,8.649999999999999
10.600000000000023,38.38,20.130000000000003,20.370000000000005,-1.22,0.06,-9.35,68.37,1010.71,8.57
10.700000000000045,38.46,22.5,18.039999999999992,-2.34,0.41,-9.25,68.35,1010.7,8.599999999999998
10.800000000000068,35.8,24.15,16.060000000000002,-2.32,0.26,-7.07,68.35,1010.71,8.7
10.900000000000091,33.24,24.39,14.120000000000005,-0.95,1.28,-4.42,68.34,1010.68,8.93
11.0,30.66,23.93,11.599999999999994,-1.16,1.56,-2.14,68.33,1010.65,9.239999999999998
11.100000000000023,30.15,23.840000000000003,8.319999999999993,-1.34,1.34,-2.08,68.32,1010.61,9.43
11.200000000000045,31.57,23.590000000000003,5.780000000000001,-0.68,1.22,-0.86,68.32,1010.6,9.54
11.300000000000068,33.9,23.689999999999998,3.1899999999999977,-0.79,1.12,-1.4,68.31,1010.59,9.55
11.400000000000091,35.61,23.68,0.6899999999999977,-0.24,1.41,-2.01,68.3,1010.59,9.77
11.5,37.81,23.86,358.61,0.28,1.76,-1.13,68.3,1010.55,9.969999999999999
11.600000000000023,37.96,24.43,358.53999999999996,0.77,1.88,-1.61,68.29,1010.52,10.169999999999998
11.700000000000045,40.38,25.04,-0.9099999999999966,0.76,1.54,-2.65,68.28,1010.5,10.419999999999998
11.800000000000068,43.08,25.72,-0.1699999999999875,0.23,1.6,-2.21,68.27,1010.47,10.629999999999999
11.900000000000091,44.76,26.439999999999998,0.11000000000001364,0.5,1.61,-3.09,68.26,1010.45,10.829999999999998
12.0,44.97,27.259999999999998,0.950000000000017,0.61,1.95,-3.27,68.25,1010.42,11.11
12.100000000000023,44.9,27.89,2.1200000000000045,1.03,2.35,-2.24,68.24,1010.37,11.39
