0,0,-0.41,0.51,1.70,-209.50,55.69,-4.44,0.5980,0.2358,0.7062,-0.2967
1,0,-0.35,-0.22,2.90,-226.06,28.62,10.75,0.6068,0.1371,0.7684,-0.1503
2,0,-0.26,-1.52,3.38,-236.37,18.44,38.75,0.6093,0.0352,0.7919,0.0185
3,0,-0.29,-2.85,2.56,-260.81,-8.38,19.56,0.5999,-0.0684,0.7714,0.2011
4,0,-0.44,-3.91,1.27,-257.25,-28.56,-2.56,0.5837,-0.1931,0.6970,0.3691
5,0,-0.52,-3.33,0.15,-244.69,-0.50,-22.25,0.5457,-0.3101,0.5948,0.5023
6,0,-0.41,-2.60,-0.83,-226.50,30.94,-34.44,0.4762,-0.4388,0.4824,0.5899
7,0,-0.73,-1.91,-0.42,-176.87,34.63,-12.13,0.3947,-0.5372,0.3807,0.6408
8,0,-0.30,-1.53,0.08,-137.94,58.00,15.81,0.3039,-0.6092,0.3113,0.6631
9,0,-0.50,-1.80,0.33,-99.44,28.50,29.44,0.2180,-0.6535,0.2688,0.6732
10,0,-0.42,-2.07,0.71,-41.88,-0.56,52.50,0.1766,-0.6593,0.2358,0.6918
11,0,-0.89,-2.10,0.10,-9.56,-9.56,55.19,0.1502,-0.6520,0.2357,0.7048
12,0,-1.39,-2.54,-0.15,29.81,-53.88,54.50,0.1558,-0.6290,0.2441,0.7214
13,0,-1.29,-3.02,-0.54,51.38,-30.50,49.75,0.1767,-0.5842,0.2960,0.7347
14,0,-1.38,-3.49,-1.08,74.94,-50.25,35.88,0.2158,-0.5454,0.3463,0.7322
15,0,-1.02,-3.82,-0.91,76.19,-32.19,13.06,0.2500,-0.4931,0.3976,0.7323
16,1,-0.88,-3.92,-1.27,79.12,-22.44,-11.50,0.3030,-0.4805,0.4244,0.7051
17,1,-0.96,-3.36,-1.02,85.62,-44.00,-33.19,0.3665,-0.4466,0.4543,0.6781
18,2,-1.28,-3.01,-1.03,78.56,-27.31,-54.56,0.4441,-0.4323,0.4611,0.6350
19,2,-0.89,-1.84,-1.42,75.12,-28.69,-75.69,0.5154,-0.4132,0.4697,0.5856
20,2,-0.85,-1.25,-1.66,80.69,-34.44,-79.87,0.5941,-0.3956,0.4595,0.5285
21,2,-1.22,-0.16,-2.15,96.56,-19.06,-63.13,0.6618,-0.3596,0.4645,0.4658
22,2,-1.31,-0.75,-2.74,117.06,-24.19,-46.38,0.7222,-0.3199,0.4697,0.3942
23,2,-1.02,-0.58,-2.77,144.00,0.50,-9.63,0.7661,-0.2338,0.4992,0.3305
24,2,0.18,-1.79,-2.87,158.62,24.56,5.87,0.7840,-0.1425,0.5458,0.2592
25,2,-1.79,-2.49,-1.33,174.81,72.00,23.31,0.7692,-0.0267,0.6106,0.1868
26,1,-0.31,-3.29,-0.39,151.62,57.44,-31.81,0.7277,0.0574,0.6769,0.0948
27,1,0.04,-2.53,1.56,173.19,58.31,-7.81,0.6852,0.1469,0.7133,-0.0089
28,1,-0.35,-2.03,2.28,146.37,49.06,-52.25,0.6202,0.2141,0.7461,-0.1136
29,1,-0.55,-1.04,3.20,174.31,5.94,-17.44,0.5704,0.2741,0.7393,-0.2302
30,2,-0.52,0.43,3.16,154.37,16.94,-32.81,0.5135,0.3428,0.7103,-0.3381
31,2,-0.65,0.88,3.10,158.44,21.50,-17.12,0.4453,0.3940,0.6772,-0.4335
32,2,-0.53,2.07,3.02,159.62,40.06,-3.06,0.3682,0.4637,0.6216,-0.5129
33,2,-0.23,1.94,2.72,158.31,55.63,3.75,0.2748,0.5256,0.5688,-0.5697
34,2,-0.90,2.82,2.54,163.31,64.75,16.44,0.1868,0.5908,0.4981,-0.6066
35,2,-1.09,3.18,2.43,170.06,20.75,30.12,0.0950,0.6431,0.4009,-0.6454
36,2,-0.45,3.11,1.83,129.94,31.19,12.38,0.0166,0.6688,0.3092,-0.6758
37,1,-0.87,2.80,1.10,119.56,15.50,34.50,-0.0466,0.6879,0.2249,-0.6885
38,1,-0.08,2.95,0.52,63.06,-25.94,-1.00,-0.0875,0.6804,0.1578,-0.7103
39,0,-1.12,1.94,0.13,34.06,-13.81,23.25,-0.1031,0.6644,0.1320,-0.7284
40,0,-0.89,2.51,-0.72,-4.00,-64.00,9.88,-0.0932,0.6431,0.1051,-0.7528
41,0,-1.32,1.66,-1.06,-46.44,-62.38,-4.19,-0.0743,0.5971,0.1388,-0.7866
42,1,-1.33,2.87,-1.91,-74.37,-39.56,-1.12,-0.0353,0.5718,0.1717,-0.8014
43,1,-1.38,2.73,-1.56,-112.56,-47.38,-38.63,-0.0012,0.5338,0.2582,-0.8052
44,1,-2.40,3.75,-0.67,-100.19,8.25,0.31,0.0405,0.5173,0.3331,-0.7873
45,1,-2.44,4.12,0.10,-108.00,26.62,-31.06,0.0698,0.5233,0.4080,-0.7449
46,1,-2.13,3.40,1.17,-38.31,21.62,22.12,0.0876,0.5286,0.4642,-0.7053
47,2,-0.73,3.80,1.86,-4.56,56.94,24.12,0.0983,0.5648,0.4575,-0.6797
48,2,-0.97,2.80,2.08,61.13,25.56,31.94,0.0850,0.5995,0.4352,-0.6663
49,3,-0.17,3.03,2.17,127.69,39.94,56.38,0.0501,0.6412,0.3488,-0.6816
50,3,-1.18,2.02,1.78,137.87,19.62,10.81,-0.0163,0.6710,0.2598,-0.6943
51,3,-0.07,2.31,1.29,191.06,11.63,68.94,-0.0883,0.6748,0.1262,-0.7217
52,3,-0.10,1.65,0.12,115.12,-6.25,2.25,-0.1568,0.6659,0.0183,-0.7292
53,3,0.54,1.06,-0.11,100.00,-15.63,61.56,-0.1956,0.6377,-0.0656,-0.7421
54,3,-1.64,0.90,-1.21,-1.87,-13.38,-2.00,-0.2003,0.6235,-0.1054,-0.7484
55,2,0.72,0.06,-0.73,-42.88,-62.88,33.88,-0.1814,0.5944,-0.0767,-0.7797
56,2,-0.43,0.92,-1.23,-133.37,-18.87,10.81,-0.1149,0.5814,-0.0275,-0.8050
57,1,-0.63,0.90,-1.53,-180.37,-39.81,-33.31,-0.0457,0.5743,0.1091,-0.8101
58,1,-0.67,1.82,-0.64,-153.00,-38.81,-16.31,0.0236,0.5385,0.2297,-0.8104
59,1,-1.45,2.58,-0.35,-113.50,47.69,-38.31,0.0554,0.5402,0.3331,-0.7709
60,1,-1.26,2.75,0.77,-2.50,13.75,-27.19,0.0497,0.5476,0.3753,-0.7462
61,1,-0.13,3.10,1.02,116.56,33.81,11.00,0.0153,0.5597,0.3359,-0.7574
62,1,-2.40,2.38,0.66,169.62,56.19,-27.69,-0.0782,0.5923,0.2530,-0.7609
63,2,-1.08,3.21,-0.64,238.62,10.56,51.94,-0.1791,0.5901,0.0981,-0.7811
64,2,-0.94,2.68,-0.55,93.25,47.50,-21.37,-0.2526,0.5746,-0.0240,-0.7781
65,2,-0.91,1.32,-0.75,25.69,49.88,75.00,-0.2605,0.6042,-0.0771,-0.7491
66,3,-2.31,1.77,-0.01,-122.50,-23.19,24.25,-0.1942,0.6093,-0.0868,-0.7639
67,3,0.77,-0.31,0.43,-174.44,16.69,67.37,-0.0882,0.6318,0.0173,-0.7698
68,2,-1.86,0.90,0.29,-193.31,-52.94,34.19,0.0558,0.6213,0.0829,-0.7772
69,2,-0.49,-1.03,-0.18,-183.44,-21.44,-46.13,0.1430,0.5778,0.2361,-0.7681
70,1,-1.93,1.08,-0.17,-41.38,-65.75,-7.44,0.1960,0.5316,0.2909,-0.7710
71,0,-0.32,0.84,-0.11,9.63,11.06,-83.44,0.1757,0.4921,0.3220,-0.7895
72,0,-1.49,1.16,-1.01,220.44,-22.19,-33.44,0.0848,0.4991,0.2597,-0.8223
73,0,-3.43,2.33,-2.41,260.69,-44.19,-94.50,-0.0608,0.4673,0.0966,-0.8767
74,0,-2.50,1.63,-3.10,123.00,-0.94,-11.25,-0.1841,0.4257,-0.0145,-0.8858
75,1,-0.38,2.91,-3.43,-120.50,27.69,11.19,-0.1664,0.4419,-0.0249,-0.8812
76,1,-1.51,1.86,-1.48,-274.25,33.69,-2.19,-0.0834,0.4882,0.1472,-0.8562
77,2,-0.28,1.45,0.46,-166.69,-25.06,103.25,0.0645,0.5119,0.2688,-0.8134
78,2,-1.41,0.90,1.56,-23.56,35.56,-3.69,0.1238,0.5197,0.3010,-0.7899
79,2,-1.82,0.14,0.17,248.31,13.69,48.69,0.0557,0.5620,0.2094,-0.7983
80,2,0.52,1.68,0.59,310.56,-25.94,-7.25,-0.0552,0.5551,-0.0050,-0.8300
81,2,-0.26,0.73,-0.33,167.06,-17.44,-35.63,-0.2035,0.5173,-0.1406,-0.8193
82,2,0.87,1.95,-1.76,-23.00,-3.19,82.06,-0.1990,0.4987,-0.2098,-0.8172
83,1,0.27,1.24,-0.79,-345.19,-63.13,-72.75,-0.1184,0.4935,-0.0481,-0.8603
84,1,0.63,0.02,-0.47,-319.94,-49.63,81.37,0.0261,0.4894,0.2263,-0.8418
85,0,1.42,0.77,0.27,-103.00,-32.06,-58.31,0.1451,0.4450,0.3304,-0.8196
86,0,-0.64,-0.65,0.66,207.56,64.81,-105.44,0.0415,0.4444,0.3514,-0.8230
87,0,0.14,4.68,-2.19,448.81,21.31,31.37,-0.1426,0.4535,0.0678,-0.8771
88,0,1.12,4.44,-3.21,49.88,-64.37,-10.94,-0.2205,0.4030,-0.1056,-0.8820
89,0,-0.81,2.80,-1.47,-351.75,22.44,56.00,-0.1604,0.4160,0.0416,-0.8942
90,1,0.83,-0.76,-0.55,-410.00,-35.00,152.00,0.1119,0.4633,0.3004,-0.8262
91,1,0.19,-1.78,-0.01,-115.94,14.94,-44.63,0.2277,0.4157,0.4542,-0.7544
92,1,-1.01,-2.22,-0.37,462.50,35.25,40.50,0.1400,0.4742,0.3286,-0.8047
93,1,-0.50,3.42,-1.35,576.50,-35.38,-94.87,-0.1312,0.4992,-0.0911,-0.8516
94,1,-0.57,1.43,-1.65,164.81,-68.50,26.37,-0.3168,0.3717,-0.3003,-0.8193
95,1,-1.76,2.81,-2.58,-321.00,70.31,58.69,-0.2383,0.4207,-0.2179,-0.8478
96,1,0.09,2.03,-1.33,-669.25,-60.75,-17.56,0.0195,0.4769,0.2064,-0.8542
97,1,-1.41,-1.18,-0.49,-222.87,-92.87,-57.81,0.1726,0.3840,0.5017,-0.7557
98,1,0.13,-0.71,0.25,308.19,71.31,3.06,0.1310,0.3984,0.4166,-0.8065
99,1,-1.41,3.71,-2.18,618.75,13.75,-173.00,-0.1388,0.4260,0.1038,-0.8879
100,1,-1.95,2.74,-4.61,187.06,-1.00,43.13,-0.3085,0.3264,-0.1727,-0.8766
101,1,-0.08,5.38,-3.94,-411.56,60.44,37.31,-0.2197,0.3801,-0.1003,-0.8928
102,0,-0.94,0.31,-0.04,-635.00,-19.87,132.56,0.0611,0.4631,0.3200,-0.8243
103,0,-1.42,-1.46,0.16,-95.69,-112.44,1.12,0.2649,0.3693,0.5008,-0.7366
104,0,-0.53,-2.65,-1.06,385.94,90.44,43.50,0.2342,0.4155,0.3851,-0.7900
105,0,-2.37,2.30,-1.99,682.75,33.63,-125.81,-0.0750,0.5104,-0.0049,-0.8566
106,0,-0.80,2.37,-3.69,284.87,-40.50,64.50,-0.2957,0.3768,-0.3300,-0.8134
107,1,-2.21,3.23,-3.77,-392.75,29.69,12.19,-0.2362,0.3995,-0.2856,-0.8384
108,2,-0.65,1.37,-1.48,-820.94,-20.69,68.50,0.0437,0.4680,0.2131,-0.8566
109,2,-1.48,-0.58,-0.77,-339.62,-118.94,-22.44,0.3106,0.3224,0.5607,-0.6966
110,1,-0.35,-0.82,-0.80,-3.62,163.50,50.88,0.3226,0.2969,0.6633,-0.6064
111,1,0.44,-1.55,0.29,543.44,-10.50,-41.56,0.1789,0.4112,0.5389,-0.7131
112,0,0.64,6.55,-1.91,764.00,-24.25,-130.00,-0.1292,0.3871,0.0303,-0.9124
113,0,0.31,3.71,-4.10,149.00,1.62,-131.75,-0.3518,0.3262,-0.1832,-0.8580
114,0,-3.33,1.20,-3.99,-150.62,79.06,77.87,-0.3344,0.3879,-0.1652,-0.8429
115,0,-0.13,4.74,-0.90,-590.75,-27.50,116.69,-0.1035,0.4304,0.0300,-0.8962
116,0,-0.60,-1.90,-0.23,-491.62,26.00,116.50,0.1954,0.4567,0.4644,-0.7332
117,0,-0.54,-2.40,1.17,-4.75,-124.37,13.19,0.3452,0.3918,0.5302,-0.6680
118,0,-0.08,-2.81,-0.29,362.62,19.31,-69.50,0.2863,0.4059,0.4165,-0.7615
119,0,0.73,2.84,-1.10,774.75,-16.50,-96.19,-0.0204,0.4555,0.0086,-0.8900
120,1,-0.30,1.75,-4.56,115.56,-72.25,60.81,-0.2050,0.3840,-0.3295,-0.8378
121,1,0.16,2.01,-2.80,-582.87,-0.50,61.50,-0.0915,0.3632,-0.1777,-0.9100
122,1,0.38,-0.80,-3.32,-655.56,24.81,-17.50,0.1754,0.3669,0.3731,-0.8339
123,1,-0.36,-1.15,-1.47,-38.44,55.31,-68.87,0.1973,0.3186,0.6071,-0.7007
124,0,-1.57,-0.38,-1.17,667.19,53.00,-27.25,0.0464,0.3720,0.3950,-0.8387
125,0,-0.79,6.42,-5.88,504.62,14.25,-99.00,-0.2590,0.3568,-0.1265,-0.8886
126,1,-4.64,4.94,-3.97,-179.44,-27.19,16.00,-0.3434,0.3038,-0.1788,-0.8705
127,1,-5.39,3.83,0.79,-763.56,30.44,239.06,-0.0718,0.4581,0.1796,-0.8676
128,2,-0.59,-1.54,0.78,-451.12,-58.94,65.81,0.3230,0.4066,0.5129,-0.6837
129,1,0.29,-2.78,-5.08,-248.44,16.56,-24.37,0.4041,0.3048,0.7079,-0.4927
130,1,-1.44,0.54,-2.30,-117.12,-43.13,-81.81,0.4689,0.2125,0.7344,-0.4423
131,0,-0.93,-0.57,-1.33,10.50,251.31,72.06,0.4047,0.2343,0.7877,-0.4011
132,0,-3.59,-1.09,-0.42,194.37,98.62,-29.06,0.2388,0.3496,0.8150,-0.3956
133,0,-3.13,2.40,4.13,574.25,53.69,-28.19,0.0799,0.3867,0.6490,-0.6503
134,0,-2.85,6.72,-3.74,565.75,55.63,-203.75,-0.2388,0.3584,0.3058,-0.8491
135,0,-1.25,3.88,-8.19,399.62,-24.69,-59.88,-0.4296,0.1737,-0.0079,-0.8861
136,1,3.71,1.48,-8.14,139.62,-110.06,135.50,-0.5287,0.2841,-0.1818,-0.7789
137,1,-3.08,2.67,-8.08,-639.44,57.13,34.13,-0.4258,0.2450,-0.0646,-0.8687
138,0,-0.93,5.68,0.58,-446.62,12.69,-231.75,-0.2806,0.4023,0.4805,-0.7270
139,0,-3.98,3.23,1.14,729.31,-100.44,-229.81,-0.4981,0.2272,0.3972,-0.7366
140,0,0.46,0.16,-0.11,-73.56,543.87,295.87,-0.5066,0.2258,0.1008,-0.8259
141,1,3.93,4.87,2.41,-50.44,-14.44,684.69,0.1167,0.3978,-0.3242,-0.8503
142,1,2.18,-1.51,4.86,50.88,239.87,-133.81,0.2889,0.3964,-0.3250,-0.8086
143,1,2.32,-8.37,-0.20,2.62,-309.69,-693.12,-0.0621,0.5401,0.0367,-0.8385
